Ticker,ClientId
MSFT,150356570505
MSFT,544078745269
MSFT,572843920241
MSFT,155604316354
MSFT,187639011553
MSFT,157359696346
MSFT,765987018661
MSFT,249257358186
MSFT,162030045804
MSFT,299036288658
MSFT,269119713890
MSFT,243594586713
MSFT,119946932747
MSFT,269880176024
MSFT,318001085904
MSFT,256125619341
MSFT,225642530961
MSFT,270658553091
MSFT,291792017083
MSFT,336722498859
MSFT,156675920324
MSFT,117749753140
MSFT,228508199744
MSFT,323282202770
MSFT,246294755843
MSFT,285035447110
MSFT,276649921990
MSFT,227528361163
MSFT,176612528197
MSFT,215447615688
MSFT,960293537297
MSFT,230642483437
MSFT,338903308978
MSFT,850629319815
MSFT,464822462670
MSFT,506507454805
MSFT,748680785392
MSFT,273298530715
MSFT,243139810654
MSFT,182688518062
MSFT,179279271715
MSFT,224811071508
MSFT,164729309190
MSFT,167914547569
MSFT,240382309971
MSFT,159251973112
MSFT,221758357928
MSFT,196425050089
MSFT,406187290902
MSFT,206601930681
MSFT,249622457865
MSFT,295470960133
MSFT,650315056574
MSFT,154121891789
MSFT,208499631953
MSFT,306367915522
MSFT,144607943326
MSFT,795086889288
MSFT,122716205886
MSFT,326777526125
MSFT,139433899395
MSFT,222830710175
MSFT,205709773130
MSFT,112902927533
MSFT,857489273803
MSFT,238307976408
MSFT,326569733763
MSFT,137435346310
MSFT,123699428021
MSFT,112294343954
MSFT,278297990153
MSFT,409743841537
MSFT,236017610014
MSFT,225651595989
MSFT,151763108005
MSFT,285221818419
MSFT,381390395689
MSFT,501255905517
MSFT,282114946512
MSFT,112627157493
MSFT,480168890286
MSFT,155935895268
MSFT,526729994910
MSFT,287415852592
MSFT,234424904605
MSFT,186442042509
MSFT,279597738826
MSFT,233203896564
MSFT,316800710636
MSFT,142436214038
MSFT,335792539113
MSFT,116752122911
MSFT,300735632140
MSFT,299429029719
MSFT,945335293914
MSFT,907563577905
MSFT,292139666017
MSFT,439019075536
MSFT,771471427671
MSFT,159109665895
AAPL,150356570505
AAPL,544078745269
AAPL,572843920241
AAPL,155604316354
AAPL,187639011553
AAPL,157359696346
AAPL,765987018661
AAPL,249257358186
AAPL,162030045804
AAPL,299036288658
AAPL,269119713890
AAPL,243594586713
AAPL,119946932747
AAPL,269880176024
AAPL,318001085904
AAPL,256125619341
AAPL,225642530961
AAPL,270658553091
AAPL,291792017083
AAPL,336722498859
AAPL,156675920324
AAPL,117749753140
AAPL,228508199744
AAPL,323282202770
AAPL,246294755843
AAPL,285035447110
AAPL,276649921990
AAPL,227528361163
AAPL,176612528197
AAPL,215447615688
AAPL,960293537297
AAPL,230642483437
AAPL,338903308978
AAPL,850629319815
AAPL,464822462670
AAPL,506507454805
AAPL,748680785392
AAPL,273298530715
AAPL,243139810654
AAPL,182688518062
AAPL,179279271715
AAPL,224811071508
AAPL,164729309190
AAPL,167914547569
AAPL,240382309971
AAPL,159251973112
AAPL,221758357928
AAPL,196425050089
AAPL,406187290902
AAPL,206601930681
AAPL,249622457865
AAPL,295470960133
AAPL,650315056574
AAPL,154121891789
AAPL,208499631953
AAPL,306367915522
AAPL,144607943326
AAPL,795086889288
AAPL,122716205886
AAPL,326777526125
AAPL,139433899395
AAPL,222830710175
AAPL,205709773130
AAPL,112902927533
AAPL,857489273803
AAPL,238307976408
AAPL,326569733763
AAPL,137435346310
AAPL,123699428021
AAPL,112294343954
AAPL,278297990153
AAPL,409743841537
AAPL,236017610014
AAPL,225651595989
AAPL,151763108005
AAPL,285221818419
AAPL,381390395689
AAPL,501255905517
AAPL,282114946512
AAPL,112627157493
AAPL,480168890286
AAPL,155935895268
AAPL,526729994910
AAPL,287415852592
AAPL,234424904605
AAPL,186442042509
AAPL,279597738826
AAPL,233203896564
AAPL,316800710636
AAPL,142436214038
